day,metric,mean,q025,q975,date,specialty
218,nwm52_total,214,214,214,03/05/2023,ENT
218,nwm78_total,80,80,80,03/05/2023,ENT
218,rtt_maxwt,35,35,35,03/05/2023,ENT
218,rtt_meanwt,25.5,25.5,25.5,03/05/2023,ENT
218,rtt_medianwt,25.5,25.5,25.5,03/05/2023,ENT
218,rtt_nwm78_total,80,80,80,03/05/2023,ENT
218,wl_size,801,801,801,03/05/2023,ENT
219,nwl104_total,0,0,0,04/05/2023,ENT
219,nwl52_total,589,589,589,04/05/2023,ENT
219,nwm104_total,1,1,1,04/05/2023,ENT
219,nwm52_total,212,212,212,04/05/2023,ENT
219,nwm78_total,79,79,79,04/05/2023,ENT
219,rtt_maxwt,16,16,16,04/05/2023,ENT
219,rtt_meanwt,16,16,16,04/05/2023,ENT
219,rtt_medianwt,16,16,16,04/05/2023,ENT
219,rtt_nwm78_total,79,79,79,04/05/2023,ENT
219,wl_size,802,802,802,04/05/2023,ENT
220,nwl104_total,0,0,0,05/05/2023,ENT
220,nwl52_total,590,590,590,05/05/2023,ENT
220,nwm104_total,1,1,1,05/05/2023,ENT
220,nwm52_total,212,212,212,05/05/2023,ENT
220,nwm78_total,79,79,79,05/05/2023,ENT
220,rtt_maxwt,16,16,16,05/05/2023,ENT
220,rtt_meanwt,15.666666666666666,15.666666666666666,15.666666666666666,05/05/2023,ENT
220,rtt_medianwt,16,16,16,05/05/2023,ENT
220,rtt_nwm78_total,79,79,79,05/05/2023,ENT
220,wl_size,803,803,803,05/05/2023,ENT
221,nwl104_total,0,0,0,06/05/2023,ENT
221,nwl52_total,594,594,594,06/05/2023,ENT
221,nwm104_total,1,1,1,06/05/2023,ENT
221,nwm52_total,212,212,212,06/05/2023,ENT
221,nwm78_total,79,79,79,06/05/2023,ENT
221,rtt_maxwt,16,16,16,06/05/2023,ENT
221,rtt_meanwt,16,16,16,06/05/2023,ENT
221,rtt_medianwt,16,16,16,06/05/2023,ENT
221,rtt_nwm78_total,79,79,79,06/05/2023,ENT
221,wl_size,807,807,807,06/05/2023,ENT
222,nwl104_total,0,0,0,07/05/2023,ENT
222,nwl52_total,596,596,596,07/05/2023,ENT
222,nwm104_total,1,1,1,07/05/2023,ENT
222,nwm52_total,212,212,212,07/05/2023,ENT
222,nwm78_total,79,79,79,07/05/2023,ENT
222,rtt_maxwt,285,285,285,07/05/2023,ENT
222,rtt_meanwt,151,151,151,07/05/2023,ENT
222,rtt_medianwt,151,151,151,07/05/2023,ENT
222,rtt_nwm78_total,79,79,79,07/05/2023,ENT
222,wl_size,809,809,809,07/05/2023,ENT
223,nwl104_total,0,0,0,08/05/2023,ENT
223,nwl52_total,601,601,601,08/05/2023,ENT
223,nwm104_total,1,1,1,08/05/2023,ENT
223,nwm52_total,212,212,212,08/05/2023,ENT
223,nwm78_total,79,79,79,08/05/2023,ENT
223,rtt_maxwt,285,285,285,08/05/2023,ENT
223,rtt_meanwt,151,151,151,08/05/2023,ENT
223,rtt_medianwt,151,151,151,08/05/2023,ENT
223,rtt_nwm78_total,79,79,79,08/05/2023,ENT
223,wl_size,814,814,814,08/05/2023,ENT
224,nwl104_total,0,0,0,09/05/2023,ENT
224,nwl52_total,599,599,599,09/05/2023,ENT
224,nwm104_total,1,1,1,09/05/2023,ENT
224,nwm52_total,212,212,212,09/05/2023,ENT
224,nwm78_total,79,79,79,09/05/2023,ENT
224,rtt_maxwt,17,17,17,09/05/2023,ENT
224,rtt_meanwt,16.5,16.5,16.5,09/05/2023,ENT
224,rtt_medianwt,16.5,16.5,16.5,09/05/2023,ENT
224,rtt_nwm78_total,79,79,79,09/05/2023,ENT
224,wl_size,812,812,812,09/05/2023,ENT
225,nwl104_total,0,0,0,10/05/2023,ENT
225,nwl52_total,594,594,594,10/05/2023,ENT
225,nwm104_total,1,1,1,10/05/2023,ENT
225,nwm52_total,218,218,218,10/05/2023,ENT
225,nwm78_total,80,80,80,10/05/2023,ENT
225,rtt_maxwt,36,36,36,10/05/2023,ENT
225,rtt_meanwt,36,36,36,10/05/2023,ENT
225,rtt_medianwt,36,36,36,10/05/2023,ENT
225,rtt_nwm78_total,80,80,80,10/05/2023,ENT
225,wl_size,813,813,813,10/05/2023,ENT
226,nwl104_total,0,0,0,11/05/2023,ENT
226,nwl52_total,598,598,598,11/05/2023,ENT
226,nwm104_total,1,1,1,11/05/2023,ENT
226,nwm52_total,218,218,218,11/05/2023,ENT
226,nwm78_total,80,80,80,11/05/2023,ENT
226,rtt_maxwt,36,36,36,11/05/2023,ENT
226,rtt_meanwt,36,36,36,11/05/2023,ENT
226,rtt_medianwt,36,36,36,11/05/2023,ENT
226,rtt_nwm78_total,80,80,80,11/05/2023,ENT
226,wl_size,817,817,817,11/05/2023,ENT
227,nwl104_total,0,0,0,12/05/2023,ENT
227,nwl52_total,599,599,599,12/05/2023,ENT
227,nwm104_total,1,1,1,12/05/2023,ENT
227,nwm52_total,218,218,218,12/05/2023,ENT
227,nwm78_total,80,80,80,12/05/2023,ENT
227,rtt_maxwt,18,18,18,12/05/2023,ENT
227,rtt_meanwt,17.666666666666668,17.666666666666668,17.666666666666668,12/05/2023,ENT
227,rtt_medianwt,18,18,18,12/05/2023,ENT
227,rtt_nwm78_total,80,80,80,12/05/2023,ENT
227,wl_size,818,818,818,12/05/2023,ENT
228,nwl104_total,0,0,0,13/05/2023,ENT
228,nwl52_total,599,599,599,13/05/2023,ENT
228,nwm104_total,1,1,1,13/05/2023,ENT
228,nwm52_total,218,218,218,13/05/2023,ENT
228,nwm78_total,80,80,80,13/05/2023,ENT
228,rtt_maxwt,36,36,36,13/05/2023,ENT
228,rtt_meanwt,24,24,24,13/05/2023,ENT
228,rtt_medianwt,18,18,18,13/05/2023,ENT
228,rtt_nwm78_total,80,80,80,13/05/2023,ENT
228,wl_size,818,818,818,13/05/2023,ENT
229,nwl104_total,0,0,0,14/05/2023,ENT
229,nwl52_total,602,602,602,14/05/2023,ENT
229,nwm104_total,1,1,1,14/05/2023,ENT
229,nwm52_total,218,218,218,14/05/2023,ENT
229,nwm78_total,80,80,80,14/05/2023,ENT
229,rtt_nwm78_total,80,80,80,14/05/2023,ENT
229,wl_size,821,821,821,14/05/2023,ENT
230,nwl104_total,0,0,0,15/05/2023,ENT
230,nwl52_total,605,605,605,15/05/2023,ENT
230,nwm104_total,1,1,1,15/05/2023,ENT
230,nwm52_total,218,218,218,15/05/2023,ENT
230,nwm78_total,80,80,80,15/05/2023,ENT
230,rtt_nwm78_total,80,80,80,15/05/2023,ENT
230,wl_size,824,824,824,15/05/2023,ENT
231,nwl104_total,0,0,0,16/05/2023,ENT
231,nwl52_total,606,606,606,16/05/2023,ENT
231,nwm104_total,1,1,1,16/05/2023,ENT
231,nwm52_total,218,218,218,16/05/2023,ENT
231,nwm78_total,80,80,80,16/05/2023,ENT
231,rtt_maxwt,21,21,21,16/05/2023,ENT
231,rtt_meanwt,21,21,21,16/05/2023,ENT
231,rtt_medianwt,21,21,21,16/05/2023,ENT
231,rtt_nwm78_total,80,80,80,16/05/2023,ENT
231,wl_size,825,825,825,16/05/2023,ENT
232,nwl104_total,0,0,0,17/05/2023,ENT
232,nwl52_total,605,605,605,17/05/2023,ENT
232,nwm104_total,1,1,1,17/05/2023,ENT
232,nwm52_total,223,223,223,17/05/2023,ENT
232,nwm78_total,84,84,84,17/05/2023,ENT
232,rtt_maxwt,22,22,22,17/05/2023,ENT
232,rtt_meanwt,22,22,22,17/05/2023,ENT
232,rtt_medianwt,22,22,22,17/05/2023,ENT
232,rtt_nwm78_total,84,84,84,17/05/2023,ENT
232,wl_size,829,829,829,17/05/2023,ENT
233,nwl104_total,0,0,0,18/05/2023,ENT
233,nwl52_total,605,605,605,18/05/2023,ENT
233,nwm104_total,1,1,1,18/05/2023,ENT
233,nwm52_total,223,223,223,18/05/2023,ENT
233,nwm78_total,84,84,84,18/05/2023,ENT
233,rtt_maxwt,22,22,22,18/05/2023,ENT
233,rtt_meanwt,19.25,19.25,19.25,18/05/2023,ENT
233,rtt_medianwt,18.5,18.5,18.5,18/05/2023,ENT
233,rtt_nwm78_total,84,84,84,18/05/2023,ENT
233,wl_size,829,829,829,18/05/2023,ENT
234,nwl104_total,0,0,0,19/05/2023,ENT
234,nwl52_total,607,607,607,19/05/2023,ENT
234,nwm104_total,1,1,1,19/05/2023,ENT
234,nwm52_total,223,223,223,19/05/2023,ENT
234,nwm78_total,84,84,84,19/05/2023,ENT
234,rtt_nwm78_total,84,84,84,19/05/2023,ENT
234,wl_size,831,831,831,19/05/2023,ENT
235,nwl104_total,0,0,0,20/05/2023,ENT
235,nwl52_total,609,609,609,20/05/2023,ENT
235,nwm104_total,1,1,1,20/05/2023,ENT
235,nwm52_total,223,223,223,20/05/2023,ENT
235,nwm78_total,84,84,84,20/05/2023,ENT
235,rtt_nwm78_total,84,84,84,20/05/2023,ENT
235,wl_size,833,833,833,20/05/2023,ENT
236,nwl104_total,0,0,0,21/05/2023,ENT
236,nwl52_total,611,611,611,21/05/2023,ENT
236,nwm104_total,1,1,1,21/05/2023,ENT
236,nwm52_total,223,223,223,21/05/2023,ENT
236,nwm78_total,84,84,84,21/05/2023,ENT
236,rtt_maxwt,20,20,20,21/05/2023,ENT
236,rtt_meanwt,20,20,20,21/05/2023,ENT
236,rtt_medianwt,20,20,20,21/05/2023,ENT
236,rtt_nwm78_total,84,84,84,21/05/2023,ENT
236,wl_size,835,835,835,21/05/2023,ENT
237,nwl104_total,0,0,0,22/05/2023,ENT
237,nwl52_total,614,614,614,22/05/2023,ENT
237,nwm104_total,1,1,1,22/05/2023,ENT
237,nwm52_total,223,223,223,22/05/2023,ENT
237,nwm78_total,84,84,84,22/05/2023,ENT
237,rtt_maxwt,20,20,20,22/05/2023,ENT
237,rtt_meanwt,19,19,19,22/05/2023,ENT
237,rtt_medianwt,19,19,19,22/05/2023,ENT
237,rtt_nwm78_total,84,84,84,22/05/2023,ENT
237,wl_size,838,838,838,22/05/2023,ENT
238,nwl104_total,0,0,0,23/05/2023,ENT
238,nwl52_total,615,615,615,23/05/2023,ENT
238,nwm104_total,1,1,1,23/05/2023,ENT
238,nwm52_total,223,223,223,23/05/2023,ENT
238,nwm78_total,84,84,84,23/05/2023,ENT
238,rtt_maxwt,19,19,19,23/05/2023,ENT
238,rtt_meanwt,19,19,19,23/05/2023,ENT
238,rtt_medianwt,19,19,19,23/05/2023,ENT
238,rtt_nwm78_total,84,84,84,23/05/2023,ENT
238,wl_size,839,839,839,23/05/2023,ENT
239,nwl104_total,0,0,0,24/05/2023,ENT
239,nwl52_total,612,612,612,24/05/2023,ENT
239,nwm104_total,2,2,2,24/05/2023,ENT
239,nwm52_total,225,225,225,24/05/2023,ENT
239,nwm78_total,85,85,85,24/05/2023,ENT
239,rtt_maxwt,40,40,40,24/05/2023,ENT
239,rtt_meanwt,24.333333333333332,24.333333333333332,24.333333333333332,24/05/2023,ENT
239,rtt_medianwt,17,17,17,24/05/2023,ENT
239,rtt_nwm78_total,85,85,85,24/05/2023,ENT
239,wl_size,838,838,838,24/05/2023,ENT
240,nwl104_total,0,0,0,25/05/2023,ENT
240,nwl52_total,613,613,613,25/05/2023,ENT
240,nwm104_total,2,2,2,25/05/2023,ENT
240,nwm52_total,224,224,224,25/05/2023,ENT
240,nwm78_total,85,85,85,25/05/2023,ENT
240,rtt_maxwt,17,17,17,25/05/2023,ENT
240,rtt_meanwt,17,17,17,25/05/2023,ENT
240,rtt_medianwt,17,17,17,25/05/2023,ENT
240,rtt_nwm78_total,85,85,85,25/05/2023,ENT
240,wl_size,838,838,838,25/05/2023,ENT
241,nwl104_total,0,0,0,26/05/2023,ENT
241,nwl52_total,615,615,615,26/05/2023,ENT
241,nwm104_total,2,2,2,26/05/2023,ENT
241,nwm52_total,224,224,224,26/05/2023,ENT
241,nwm78_total,85,85,85,26/05/2023,ENT
241,rtt_maxwt,18,18,18,26/05/2023,ENT
241,rtt_meanwt,18,18,18,26/05/2023,ENT
241,rtt_medianwt,18,18,18,26/05/2023,ENT
241,rtt_nwm78_total,85,85,85,26/05/2023,ENT
241,wl_size,840,840,840,26/05/2023,ENT
242,nwl104_total,0,0,0,27/05/2023,ENT
242,nwl52_total,622,622,622,27/05/2023,ENT
242,nwm104_total,2,2,2,27/05/2023,ENT
242,nwm52_total,224,224,224,27/05/2023,ENT
242,nwm78_total,85,85,85,27/05/2023,ENT
242,rtt_nwm78_total,85,85,85,27/05/2023,ENT
242,wl_size,847,847,847,27/05/2023,ENT
243,nwl104_total,0,0,0,28/05/2023,ENT
243,nwl52_total,623,623,623,28/05/2023,ENT
243,nwm104_total,2,2,2,28/05/2023,ENT
243,nwm52_total,224,224,224,28/05/2023,ENT
243,nwm78_total,85,85,85,28/05/2023,ENT
243,rtt_maxwt,105,105,105,28/05/2023,ENT
243,rtt_meanwt,61.5,61.5,61.5,28/05/2023,ENT
243,rtt_medianwt,61.5,61.5,61.5,28/05/2023,ENT
243,rtt_nwm78_total,85,85,85,28/05/2023,ENT
243,wl_size,848,848,848,28/05/2023,ENT
244,nwl104_total,0,0,0,29/05/2023,ENT
244,nwl52_total,623,623,623,29/05/2023,ENT
244,nwm104_total,2,2,2,29/05/2023,ENT
244,nwm52_total,224,224,224,29/05/2023,ENT
244,nwm78_total,85,85,85,29/05/2023,ENT
244,rtt_maxwt,36,36,36,29/05/2023,ENT
244,rtt_meanwt,24,24,24,29/05/2023,ENT
244,rtt_medianwt,18,18,18,29/05/2023,ENT
244,rtt_nwm78_total,85,85,85,29/05/2023,ENT
244,wl_size,848,848,848,29/05/2023,ENT
245,nwl104_total,0,0,0,30/05/2023,ENT
245,nwl52_total,623,623,623,30/05/2023,ENT
245,nwm104_total,2,2,2,30/05/2023,ENT
245,nwm52_total,224,224,224,30/05/2023,ENT
245,nwm78_total,85,85,85,30/05/2023,ENT
245,rtt_maxwt,18,18,18,30/05/2023,ENT
245,rtt_meanwt,18,18,18,30/05/2023,ENT
245,rtt_medianwt,18,18,18,30/05/2023,ENT
245,rtt_nwm78_total,85,85,85,30/05/2023,ENT
245,wl_size,848,848,848,30/05/2023,ENT
246,nwl104_total,0,0,0,31/05/2023,ENT
246,nwl52_total,619,619,619,31/05/2023,ENT
246,nwm104_total,2,2,2,31/05/2023,ENT
246,nwm52_total,228,228,228,31/05/2023,ENT
246,nwm78_total,87,87,87,31/05/2023,ENT
246,rtt_maxwt,15,15,15,31/05/2023,ENT
246,rtt_meanwt,14.5,14.5,14.5,31/05/2023,ENT
246,rtt_medianwt,14.5,14.5,14.5,31/05/2023,ENT
246,rtt_nwm78_total,87,87,87,31/05/2023,ENT
246,wl_size,848,848,848,31/05/2023,ENT
247,nwl104_total,0,0,0,01/06/2023,ENT
247,nwl52_total,618,618,618,01/06/2023,ENT
247,nwm104_total,2,2,2,01/06/2023,ENT
247,nwm52_total,228,228,228,01/06/2023,ENT
247,nwm78_total,87,87,87,01/06/2023,ENT
247,rtt_maxwt,14,14,14,01/06/2023,ENT
247,rtt_meanwt,13.333333333333334,13.333333333333334,13.333333333333334,01/06/2023,ENT
247,rtt_medianwt,14,14,14,01/06/2023,ENT
247,rtt_nwm78_total,87,87,87,01/06/2023,ENT
247,wl_size,847,847,847,01/06/2023,ENT
248,nwl104_total,0,0,0,02/06/2023,ENT
248,nwl52_total,615,615,615,02/06/2023,ENT
248,nwm104_total,2,2,2,02/06/2023,ENT
248,nwm52_total,228,228,228,02/06/2023,ENT
248,nwm78_total,87,87,87,02/06/2023,ENT
248,rtt_maxwt,13,13,13,02/06/2023,ENT
248,rtt_meanwt,13,13,13,02/06/2023,ENT
248,rtt_medianwt,13,13,13,02/06/2023,ENT
248,rtt_nwm78_total,87,87,87,02/06/2023,ENT
248,wl_size,844,844,844,02/06/2023,ENT
249,nwl104_total,0,0,0,03/06/2023,ENT
249,nwl52_total,622,622,622,03/06/2023,ENT
249,nwm104_total,2,2,2,03/06/2023,ENT
249,nwm52_total,228,228,228,03/06/2023,ENT
249,nwm78_total,87,87,87,03/06/2023,ENT
249,rtt_nwm78_total,87,87,87,03/06/2023,ENT
249,wl_size,851,851,851,03/06/2023,ENT
250,nwl104_total,0,0,0,04/06/2023,ENT
250,nwl52_total,626,626,626,04/06/2023,ENT
250,nwm104_total,2,2,2,04/06/2023,ENT
250,nwm52_total,228,228,228,04/06/2023,ENT
250,nwm78_total,87,87,87,04/06/2023,ENT
250,rtt_nwm78_total,87,87,87,04/06/2023,ENT
250,wl_size,855,855,855,04/06/2023,ENT
251,nwl104_total,0,0,0,05/06/2023,ENT
251,nwl52_total,626,626,626,05/06/2023,ENT
251,nwm104_total,2,2,2,05/06/2023,ENT
251,nwm52_total,228,228,228,05/06/2023,ENT
251,nwm78_total,87,87,87,05/06/2023,ENT
251,rtt_maxwt,285,285,285,05/06/2023,ENT
251,rtt_meanwt,285,285,285,05/06/2023,ENT
251,rtt_medianwt,285,285,285,05/06/2023,ENT
251,rtt_nwm78_total,87,87,87,05/06/2023,ENT
251,wl_size,855,855,855,05/06/2023,ENT
252,nwl104_total,0,0,0,06/06/2023,ENT
252,nwl52_total,626,626,626,06/06/2023,ENT
252,nwm104_total,2,2,2,06/06/2023,ENT
252,nwm52_total,228,228,228,06/06/2023,ENT
252,nwm78_total,87,87,87,06/06/2023,ENT
252,rtt_maxwt,16,16,16,06/06/2023,ENT
252,rtt_meanwt,16,16,16,06/06/2023,ENT
252,rtt_medianwt,16,16,16,06/06/2023,ENT
252,rtt_nwm78_total,87,87,87,06/06/2023,ENT
252,wl_size,855,855,855,06/06/2023,ENT
253,nwl104_total,0,0,0,07/06/2023,ENT
253,nwl52_total,620,620,620,07/06/2023,ENT
253,nwm104_total,3,3,3,07/06/2023,ENT
253,nwm52_total,233,233,233,07/06/2023,ENT
253,nwm78_total,91,91,91,07/06/2023,ENT
253,rtt_maxwt,16,16,16,07/06/2023,ENT
253,rtt_meanwt,15.333333333333334,15.333333333333334,15.333333333333334,07/06/2023,ENT
253,rtt_medianwt,16,16,16,07/06/2023,ENT
253,rtt_nwm78_total,91,91,91,07/06/2023,ENT
253,wl_size,854,854,854,07/06/2023,ENT
254,nwl104_total,0,0,0,08/06/2023,ENT
254,nwl52_total,621,621,621,08/06/2023,ENT
254,nwm104_total,3,3,3,08/06/2023,ENT
254,nwm52_total,233,233,233,08/06/2023,ENT
254,nwm78_total,91,91,91,08/06/2023,ENT
254,rtt_maxwt,14,14,14,08/06/2023,ENT
254,rtt_meanwt,14,14,14,08/06/2023,ENT
254,rtt_medianwt,14,14,14,08/06/2023,ENT
254,rtt_nwm78_total,91,91,91,08/06/2023,ENT
254,wl_size,855,855,855,08/06/2023,ENT
255,nwl104_total,0,0,0,09/06/2023,ENT
255,nwl52_total,619,619,619,09/06/2023,ENT
255,nwm104_total,3,3,3,09/06/2023,ENT
255,nwm52_total,233,233,233,09/06/2023,ENT
255,nwm78_total,91,91,91,09/06/2023,ENT
255,rtt_maxwt,14,14,14,09/06/2023,ENT
255,rtt_meanwt,14,14,14,09/06/2023,ENT
255,rtt_medianwt,14,14,14,09/06/2023,ENT
255,rtt_nwm78_total,91,91,91,09/06/2023,ENT
255,wl_size,853,853,853,09/06/2023,ENT
256,nwl104_total,0,0,0,10/06/2023,ENT
256,nwl52_total,621,621,621,10/06/2023,ENT
256,nwm104_total,3,3,3,10/06/2023,ENT
256,nwm52_total,233,233,233,10/06/2023,ENT
256,nwm78_total,91,91,91,10/06/2023,ENT
256,rtt_maxwt,14,14,14,10/06/2023,ENT
256,rtt_meanwt,14,14,14,10/06/2023,ENT
256,rtt_medianwt,14,14,14,10/06/2023,ENT
256,rtt_nwm78_total,91,91,91,10/06/2023,ENT
256,wl_size,855,855,855,10/06/2023,ENT
257,nwl104_total,0,0,0,11/06/2023,ENT
257,nwl52_total,620,620,620,11/06/2023,ENT
257,nwm104_total,3,3,3,11/06/2023,ENT
257,nwm52_total,233,233,233,11/06/2023,ENT
257,nwm78_total,91,91,91,11/06/2023,ENT
257,rtt_maxwt,15,15,15,11/06/2023,ENT
257,rtt_meanwt,15,15,15,11/06/2023,ENT
257,rtt_medianwt,15,15,15,11/06/2023,ENT
257,rtt_nwm78_total,91,91,91,11/06/2023,ENT
257,wl_size,854,854,854,11/06/2023,ENT
258,nwl104_total,0,0,0,12/06/2023,ENT
258,nwl52_total,620,620,620,12/06/2023,ENT
258,nwm104_total,3,3,3,12/06/2023,ENT
258,nwm52_total,233,233,233,12/06/2023,ENT
258,nwm78_total,91,91,91,12/06/2023,ENT
258,rtt_maxwt,16,16,16,12/06/2023,ENT
258,rtt_meanwt,15.333333333333334,15.333333333333334,15.333333333333334,12/06/2023,ENT
258,rtt_medianwt,15,15,15,12/06/2023,ENT
258,rtt_nwm78_total,91,91,91,12/06/2023,ENT
258,wl_size,854,854,854,12/06/2023,ENT
259,nwl104_total,0,0,0,13/06/2023,ENT
259,nwl52_total,621,621,621,13/06/2023,ENT
259,nwm104_total,3,3,3,13/06/2023,ENT
259,nwm52_total,233,233,233,13/06/2023,ENT
259,nwm78_total,91,91,91,13/06/2023,ENT
259,rtt_maxwt,15,15,15,13/06/2023,ENT
259,rtt_meanwt,15,15,15,13/06/2023,ENT
259,rtt_medianwt,15,15,15,13/06/2023,ENT
259,rtt_nwm78_total,91,91,91,13/06/2023,ENT
259,wl_size,855,855,855,13/06/2023,ENT
260,nwl104_total,0,0,0,14/06/2023,ENT
260,nwl52_total,624,624,624,14/06/2023,ENT
260,nwm104_total,4,4,4,14/06/2023,ENT
260,nwm52_total,235,235,235,14/06/2023,ENT
260,nwm78_total,98,98,98,14/06/2023,ENT
260,rtt_maxwt,15,15,15,14/06/2023,ENT
260,rtt_meanwt,15,15,15,14/06/2023,ENT
260,rtt_medianwt,15,15,15,14/06/2023,ENT
260,rtt_nwm78_total,98,98,98,14/06/2023,ENT
260,wl_size,860,860,860,14/06/2023,ENT
261,nwl104_total,0,0,0,15/06/2023,ENT
261,nwl52_total,623,623,623,15/06/2023,ENT
261,nwm104_total,4,4,4,15/06/2023,ENT
261,nwm52_total,235,235,235,15/06/2023,ENT
261,nwm78_total,98,98,98,15/06/2023,ENT
261,rtt_maxwt,16,16,16,15/06/2023,ENT
261,rtt_meanwt,15,15,15,15/06/2023,ENT
261,rtt_medianwt,15,15,15,15/06/2023,ENT
261,rtt_nwm78_total,98,98,98,15/06/2023,ENT
261,wl_size,859,859,859,15/06/2023,ENT
262,nwl104_total,0,0,0,16/06/2023,ENT
262,nwl52_total,630,630,630,16/06/2023,ENT
262,nwm104_total,4,4,4,16/06/2023,ENT
262,nwm52_total,235,235,235,16/06/2023,ENT
262,nwm78_total,98,98,98,16/06/2023,ENT
262,rtt_nwm78_total,98,98,98,16/06/2023,ENT
262,wl_size,866,866,866,16/06/2023,ENT
263,nwl104_total,0,0,0,17/06/2023,ENT
263,nwl52_total,632,632,632,17/06/2023,ENT
263,nwm104_total,4,4,4,17/06/2023,ENT
263,nwm52_total,235,235,235,17/06/2023,ENT
263,nwm78_total,98,98,98,17/06/2023,ENT
263,rtt_maxwt,286,286,286,17/06/2023,ENT
263,rtt_meanwt,286,286,286,17/06/2023,ENT
263,rtt_medianwt,286,286,286,17/06/2023,ENT
263,rtt_nwm78_total,98,98,98,17/06/2023,ENT
263,wl_size,868,868,868,17/06/2023,ENT
264,nwl104_total,0,0,0,18/06/2023,ENT
264,nwl52_total,632,632,632,18/06/2023,ENT
264,nwm104_total,4,4,4,18/06/2023,ENT
264,nwm52_total,235,235,235,18/06/2023,ENT
264,nwm78_total,98,98,98,18/06/2023,ENT
264,rtt_maxwt,15,15,15,18/06/2023,ENT
264,rtt_meanwt,15,15,15,18/06/2023,ENT
264,rtt_medianwt,15,15,15,18/06/2023,ENT
264,rtt_nwm78_total,98,98,98,18/06/2023,ENT
264,wl_size,868,868,868,18/06/2023,ENT
265,nwl104_total,0,0,0,19/06/2023,ENT
265,nwl52_total,634,634,634,19/06/2023,ENT
265,nwm104_total,4,4,4,19/06/2023,ENT
265,nwm52_total,235,235,235,19/06/2023,ENT
265,nwm78_total,98,98,98,19/06/2023,ENT
265,rtt_maxwt,104,104,104,19/06/2023,ENT
265,rtt_meanwt,60,60,60,19/06/2023,ENT
265,rtt_medianwt,60,60,60,19/06/2023,ENT
265,rtt_nwm78_total,98,98,98,19/06/2023,ENT
265,wl_size,870,870,870,19/06/2023,ENT
266,nwl104_total,0,0,0,20/06/2023,ENT
266,nwl52_total,634,634,634,20/06/2023,ENT
266,nwm104_total,4,4,4,20/06/2023,ENT
266,nwm52_total,235,235,235,20/06/2023,ENT
266,nwm78_total,98,98,98,20/06/2023,ENT
266,rtt_maxwt,35,35,35,20/06/2023,ENT
266,rtt_meanwt,23,23,23,20/06/2023,ENT
266,rtt_medianwt,17,17,17,20/06/2023,ENT
266,rtt_nwm78_total,98,98,98,20/06/2023,ENT
266,wl_size,870,870,870,20/06/2023,ENT
267,nwl104_total,0,0,0,21/06/2023,ENT
267,nwl52_total,632,632,632,21/06/2023,ENT
267,nwm104_total,8,8,8,21/06/2023,ENT
267,nwm52_total,239,239,239,21/06/2023,ENT
267,nwm78_total,103,103,103,21/06/2023,ENT
267,rtt_maxwt,17,17,17,21/06/2023,ENT
267,rtt_meanwt,14.333333333333334,14.333333333333334,14.333333333333334,21/06/2023,ENT
267,rtt_medianwt,13,13,13,21/06/2023,ENT
267,rtt_nwm78_total,103,103,103,21/06/2023,ENT
267,wl_size,872,872,872,21/06/2023,ENT
268,nwl104_total,0,0,0,22/06/2023,ENT
268,nwl52_total,633,633,633,22/06/2023,ENT
268,nwm104_total,8,8,8,22/06/2023,ENT
268,nwm52_total,239,239,239,22/06/2023,ENT
268,nwm78_total,103,103,103,22/06/2023,ENT
268,rtt_maxwt,11,11,11,22/06/2023,ENT
268,rtt_meanwt,9.5,9.5,9.5,22/06/2023,ENT
268,rtt_medianwt,9.5,9.5,9.5,22/06/2023,ENT
268,rtt_nwm78_total,103,103,103,22/06/2023,ENT
268,wl_size,873,873,873,22/06/2023,ENT
269,nwl104_total,0,0,0,23/06/2023,ENT
269,nwl52_total,634,634,634,23/06/2023,ENT
269,nwm104_total,8,8,8,23/06/2023,ENT
269,nwm52_total,239,239,239,23/06/2023,ENT
269,nwm78_total,103,103,103,23/06/2023,ENT
269,rtt_maxwt,9,9,9,23/06/2023,ENT
269,rtt_meanwt,8,8,8,23/06/2023,ENT
269,rtt_medianwt,8,8,8,23/06/2023,ENT
269,rtt_nwm78_total,103,103,103,23/06/2023,ENT
269,wl_size,874,874,874,23/06/2023,ENT
270,nwl104_total,0,0,0,24/06/2023,ENT
270,nwl52_total,633,633,633,24/06/2023,ENT
270,nwm104_total,8,8,8,24/06/2023,ENT
270,nwm52_total,239,239,239,24/06/2023,ENT
270,nwm78_total,103,103,103,24/06/2023,ENT
270,rtt_maxwt,8,8,8,24/06/2023,ENT
270,rtt_meanwt,8,8,8,24/06/2023,ENT
270,rtt_medianwt,8,8,8,24/06/2023,ENT
270,rtt_nwm78_total,103,103,103,24/06/2023,ENT
270,wl_size,873,873,873,24/06/2023,ENT
271,nwl104_total,0,0,0,25/06/2023,ENT
271,nwl52_total,631,631,631,25/06/2023,ENT
271,nwm104_total,8,8,8,25/06/2023,ENT
271,nwm52_total,239,239,239,25/06/2023,ENT
271,nwm78_total,103,103,103,25/06/2023,ENT
271,rtt_nwm78_total,103,103,103,25/06/2023,ENT
271,wl_size,871,871,871,25/06/2023,ENT
272,nwl104_total,0,0,0,26/06/2023,ENT
272,nwl52_total,633,633,633,26/06/2023,ENT
272,nwm104_total,8,8,8,26/06/2023,ENT
272,nwm52_total,239,239,239,26/06/2023,ENT
272,nwm78_total,103,103,103,26/06/2023,ENT
